city_id,display_name,country,cohort,field,label,pillar,required_for_ranking,value,provider_id,source_url,source_title,source_date,notes
th-bangkok,Bangkok,Thailand,Southeast Asia,gross_income,Gross income,pressure,yes,1996.67,world_bank_col_estimate,https://api.worldbank.org/v2/country/THA/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank WDI: GNI per capita PPP (monthly USD),2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=23960.0; year=2024; country_proxy=Thailand; cohort=Southeast Asia
th-bangkok,Bangkok,Thailand,Southeast Asia,di_ppp_raw,Disposable income PPP (Raw),pressure,yes,,,,,,
th-bangkok,Bangkok,Thailand,Southeast Asia,rent,Rent,pressure,yes,399.33,world_bank_col_estimate,https://api.worldbank.org/v2/country/THA/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=23960.0; year=2024; country_proxy=Thailand; cohort=Southeast Asia
th-bangkok,Bangkok,Thailand,Southeast Asia,utilities,Utilities,pressure,yes,99.83,world_bank_col_estimate,https://api.worldbank.org/v2/country/THA/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=23960.0; year=2024; country_proxy=Thailand; cohort=Southeast Asia
th-bangkok,Bangkok,Thailand,Southeast Asia,transit_cost,Transit cost,pressure,yes,79.87,world_bank_col_estimate,https://api.worldbank.org/v2/country/THA/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=23960.0; year=2024; country_proxy=Thailand; cohort=Southeast Asia
th-bangkok,Bangkok,Thailand,Southeast Asia,internet_cost,Internet cost,pressure,yes,29.95,world_bank_col_estimate,https://api.worldbank.org/v2/country/THA/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=23960.0; year=2024; country_proxy=Thailand; cohort=Southeast Asia
th-bangkok,Bangkok,Thailand,Southeast Asia,food_cost,Food cost,pressure,yes,439.27,world_bank_col_estimate,https://api.worldbank.org/v2/country/THA/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=23960.0; year=2024; country_proxy=Thailand; cohort=Southeast Asia
th-bangkok,Bangkok,Thailand,Southeast Asia,housing_burden_raw,Housing burden raw,pressure,yes,19.9998,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=rent/gross_income*100
th-bangkok,Bangkok,Thailand,Southeast Asia,household_debt_burden_raw,Household debt burden raw,pressure,yes,115.1054,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=country_context.household_debt_proxy; country=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,working_time_pressure_raw,Working time pressure raw,pressure,yes,42.53,ilo_ilostat,https://ilostat.ilo.org/data/indicator/?id=HOW_TEMP_SEX_ECO_NB_A&ref_area=THA,ILO ILOSTAT: Mean weekly hours actually worked per employed person,2024-12-31,auto_ingest=ilo_working_hours; indicator=HOW_TEMP_SEX_ECO_NB_A; year=2024; hours=42.53; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,suicide_mental_strain_raw,Suicide or mental strain raw,pressure,yes,16.59,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/SDGSUICIDE,"WHO GHO: Age-standardized suicide rate (per 100,000 population)",2021-12-31,auto_ingest=who_gho; indicator=SDGSUICIDE; year=2021; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,personal_safety_raw,Personal safety raw,viability,yes,2.2,world_bank,https://api.worldbank.org/v2/country/THA/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2023-12-31,manual_seed=unodc_who; indicator=VC.IHR.PSRC.P5; year=2023; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,transit_access_commute_raw,Transit access and commute raw,viability,yes,,,,,,
th-bangkok,Bangkok,Thailand,Southeast Asia,clean_air_raw,Clean air raw,viability,yes,25.0,thai_gov_pcd_rsc,https://www.pcd.go.th/,Thailand PCD Annual Air Quality Report — Bangkok PM2.5 annual mean,2024-12-31,auto_ingest=thai_city_indicators; metric=pm25_annual_mean; value=25.0 ug/m3; source=PCD+IQAir
th-bangkok,Bangkok,Thailand,Southeast Asia,water_sanitation_utility_raw,"Water, sanitation, and utility raw",viability,yes,93.0,who_unicef_jmp,https://washdata.org,UNICEF/WHO JMP: People using safely managed drinking water services (% of population),2023-12-31,manual_seed=jmp_washdata; indicator=safely_managed_water; year=2023; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,digital_infrastructure_raw,Digital infrastructure raw,viability,yes,15.75,world_bank,https://api.worldbank.org/v2/country/THA/indicator/IT.NET.BBND.P2?format=json&mrv=10,World Bank WDI: Fixed broadband subscriptions (per 100 people),2023-12-31,auto_ingest=world_bank_proxy; indicator=IT.NET.BBND.P2; year=2023; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,climate_sunlight_livability_raw,Climate and sunlight livability raw,viability,yes,,,,,,
th-bangkok,Bangkok,Thailand,Southeast Asia,healthcare_quality_raw,Healthcare quality raw,capability,yes,82.0,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/UHC_INDEX_REPORTED,WHO GHO: UHC Service Coverage Index,2023-12-31,auto_ingest=who_gho; indicator=UHC_INDEX_REPORTED; year=2023; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,education_quality_raw,Education quality raw,capability,yes,49.08,world_bank,https://api.worldbank.org/v2/country/THA/indicator/SE.TER.ENRR?format=json&mrv=10,"World Bank WDI: School enrollment, tertiary (% gross)",2025-12-31,auto_ingest=world_bank_proxy; indicator=SE.TER.ENRR; year=2025; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,equal_opportunity_raw,Equal opportunity raw,capability,yes,33.5,world_bank,https://api.worldbank.org/v2/country/THA/indicator/SI.POV.GINI?format=json&mrv=10,World Bank WDI: Gini index,2023-12-31,auto_ingest=world_bank_capability; indicator=SI.POV.GINI; year=2023; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,hospitality_belonging_raw,Hospitality and belonging raw,community,yes,50.38,world_bank,https://api.worldbank.org/v2/country/THA/indicator/SM.POP.NETM?format=json&mrv=10,World Bank WDI: Net migration (proxy for hospitality/belonging — positive = welcoming),2025-12-31,auto_ingest=world_bank_proxy; proxy=net_migration_hospitality; indicator=SM.POP.NETM; year=2025; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,tolerance_pluralism_raw,Tolerance and pluralism raw,community,yes,19.4,world_bank,https://api.worldbank.org/v2/country/THA/indicator/SG.GEN.PARL.ZS?format=json&mrv=10,World Bank WDI: Proportion of seats held by women in national parliaments (%),2024-12-31,auto_ingest=world_bank_proxy; proxy=gender_parity_parliament; indicator=SG.GEN.PARL.ZS; year=2024; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,cultural_public_life_raw,Cultural public life raw,community,yes,556.96,world_bank,https://api.worldbank.org/v2/country/THA/indicator/ST.INT.ARVL?format=json&mrv=10,World Bank WDI: International tourism arrivals per 1 000 population,2019-12-31,auto_ingest=cultural_life_proxy; indicator=ST.INT.ARVL; norm=per_1000_pop; year=2019; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,birth_rate_optimism_raw,Birth rate and societal optimism raw,community,yes,1.08,world_bank,https://data.worldbank.org/indicator/SP.DYN.TFRT.IN,World Bank Total Fertility Rate 2023,2024-01-01,
th-bangkok,Bangkok,Thailand,Southeast Asia,entrepreneurial_dynamism_raw,Entrepreneurial dynamism raw,creative,yes,1.54,world_bank,https://api.worldbank.org/v2/country/THA/indicator/IC.BUS.NDNS.ZS?format=json&mrv=10,"World Bank WDI: New business density (new registrations per 1,000 people ages 15-64)",2022-12-31,auto_ingest=world_bank_creative_extended; indicator=IC.BUS.NDNS.ZS; year=2022; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,innovation_research_intensity_raw,Innovation and research raw,creative,yes,1.16,world_bank,https://api.worldbank.org/v2/country/THA/indicator/GB.XPD.RSDV.GD.ZS?format=json&mrv=10,World Bank WDI: Research and development expenditure (% of GDP),2022-12-31,auto_ingest=world_bank_creative_extended; indicator=GB.XPD.RSDV.GD.ZS; year=2022; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,investment_signal_raw,Investment signal raw,creative,yes,2.72,world_bank,https://api.worldbank.org/v2/country/THA/indicator/BX.KLT.DINV.WD.GD.ZS?format=json&mrv=10,"World Bank WDI: Foreign direct investment, net inflows (% of GDP)",2024-12-31,auto_ingest=world_bank_creative_extended; indicator=BX.KLT.DINV.WD.GD.ZS; year=2024; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,administrative_investment_friction_raw,Administrative investment friction raw,creative,yes,2.34,world_bank,https://api.worldbank.org/v2/country/THA/indicator/RQ.EST?format=json&mrv=10,World Bank WGI: Regulatory Quality (inverted as friction proxy),2023-12-31,auto_ingest=world_bank_business_friction; indicator=RQ.EST; raw_rq=0.158257782459259; friction=2.34; year=2023; country_proxy=Thailand
th-bangkok,Bangkok,Thailand,Southeast Asia,visitor_flow_context_raw,Visitor flow context raw,creative,no,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,gross_income,Gross income,pressure,yes,10515.83,world_bank_col_estimate,https://api.worldbank.org/v2/country/SGP/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank WDI: GNI per capita PPP (monthly USD),2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=126190.0; year=2024; country_proxy=Singapore; cohort=Southeast Asia
sg-singapore,Singapore,Singapore,Southeast Asia,di_ppp_raw,Disposable income PPP (Raw),pressure,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,rent,Rent,pressure,yes,2839.27,world_bank_col_estimate,https://api.worldbank.org/v2/country/SGP/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=126190.0; year=2024; country_proxy=Singapore; cohort=Southeast Asia; city_cost_mult=1.35
sg-singapore,Singapore,Singapore,Southeast Asia,utilities,Utilities,pressure,yes,709.82,world_bank_col_estimate,https://api.worldbank.org/v2/country/SGP/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=126190.0; year=2024; country_proxy=Singapore; cohort=Southeast Asia; city_cost_mult=1.35
sg-singapore,Singapore,Singapore,Southeast Asia,transit_cost,Transit cost,pressure,yes,567.85,world_bank_col_estimate,https://api.worldbank.org/v2/country/SGP/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=126190.0; year=2024; country_proxy=Singapore; cohort=Southeast Asia; city_cost_mult=1.35
sg-singapore,Singapore,Singapore,Southeast Asia,internet_cost,Internet cost,pressure,yes,212.95,world_bank_col_estimate,https://api.worldbank.org/v2/country/SGP/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=126190.0; year=2024; country_proxy=Singapore; cohort=Southeast Asia; city_cost_mult=1.35
sg-singapore,Singapore,Singapore,Southeast Asia,food_cost,Food cost,pressure,yes,3123.2,world_bank_col_estimate,https://api.worldbank.org/v2/country/SGP/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=126190.0; year=2024; country_proxy=Singapore; cohort=Southeast Asia; city_cost_mult=1.35
sg-singapore,Singapore,Singapore,Southeast Asia,housing_burden_raw,Housing burden raw,pressure,yes,27.0,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=rent/gross_income*100
sg-singapore,Singapore,Singapore,Southeast Asia,household_debt_burden_raw,Household debt burden raw,pressure,yes,129.1908,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=country_context.household_debt_proxy; country=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,working_time_pressure_raw,Working time pressure raw,pressure,yes,42.6,ilo_ilostat,https://ilostat.ilo.org/data/indicator/?id=HOW_TEMP_SEX_ECO_NB_A&ref_area=SGP,ILO ILOSTAT: Mean weekly hours actually worked per employed person,2020-12-31,auto_ingest=ilo_working_hours; indicator=HOW_TEMP_SEX_ECO_NB_A; year=2020; hours=42.6; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,suicide_mental_strain_raw,Suicide or mental strain raw,pressure,yes,8.1,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/SDGSUICIDE,"WHO GHO: Age-standardized suicide rate (per 100,000 population)",2021-12-31,auto_ingest=who_gho; indicator=SDGSUICIDE; year=2021; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,personal_safety_raw,Personal safety raw,viability,yes,0.07,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2023-12-31,auto_ingest=unodc_safety; indicator=VC.IHR.PSRC.P5; year=2023; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,transit_access_commute_raw,Transit access and commute raw,viability,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,clean_air_raw,Clean air raw,viability,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,water_sanitation_utility_raw,"Water, sanitation, and utility raw",viability,yes,100.0,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/SH.H2O.SMDW.ZS?format=json&mrv=10,World Bank WDI: People using safely managed drinking water services (% of population),2024-12-31,auto_ingest=world_bank_proxy; indicator=SH.H2O.SMDW.ZS; year=2024; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,digital_infrastructure_raw,Digital infrastructure raw,viability,yes,27.43,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/IT.NET.BBND.P2?format=json&mrv=10,World Bank WDI: Fixed broadband subscriptions (per 100 people),2023-12-31,auto_ingest=world_bank_proxy; indicator=IT.NET.BBND.P2; year=2023; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,climate_sunlight_livability_raw,Climate and sunlight livability raw,viability,yes,62,wmo_natl_met,https://worldweather.wmo.int,WMO/National Met: Climate livability composite,2024-12-31,"auto_seed=climate_composite; 1960 sun hrs, 27C mean, high humidity penalty"
sg-singapore,Singapore,Singapore,Southeast Asia,healthcare_quality_raw,Healthcare quality raw,capability,yes,88.0,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/UHC_INDEX_REPORTED,WHO GHO: UHC Service Coverage Index,2023-12-31,auto_ingest=who_gho; indicator=UHC_INDEX_REPORTED; year=2023; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,education_quality_raw,Education quality raw,capability,yes,97.29,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/SE.TER.ENRR?format=json&mrv=10,"World Bank WDI: School enrollment, tertiary (% gross)",2023-12-31,auto_ingest=world_bank_proxy; indicator=SE.TER.ENRR; year=2023; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,equal_opportunity_raw,Equal opportunity raw,capability,yes,,,,,,
sg-singapore,Singapore,Singapore,Southeast Asia,hospitality_belonging_raw,Hospitality and belonging raw,community,yes,52.8,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/SM.POP.NETM?format=json&mrv=10,World Bank WDI: Net migration (proxy for hospitality/belonging — positive = welcoming),2025-12-31,auto_ingest=world_bank_proxy; proxy=net_migration_hospitality; indicator=SM.POP.NETM; year=2025; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,tolerance_pluralism_raw,Tolerance and pluralism raw,community,yes,29.29,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/SG.GEN.PARL.ZS?format=json&mrv=10,World Bank WDI: Proportion of seats held by women in national parliaments (%),2024-12-31,auto_ingest=world_bank_proxy; proxy=gender_parity_parliament; indicator=SG.GEN.PARL.ZS; year=2024; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,cultural_public_life_raw,Cultural public life raw,community,yes,454.21,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/ST.INT.ARVL?format=json&mrv=10,World Bank WDI: International tourism arrivals per 1 000 population,2020-12-31,auto_ingest=cultural_life_proxy; indicator=ST.INT.ARVL; norm=per_1000_pop; year=2020; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,birth_rate_optimism_raw,Birth rate and societal optimism raw,community,yes,0.97,world_bank,https://data.worldbank.org/indicator/SP.DYN.TFRT.IN,World Bank Total Fertility Rate 2023,2024-01-01,
sg-singapore,Singapore,Singapore,Southeast Asia,entrepreneurial_dynamism_raw,Entrepreneurial dynamism raw,creative,yes,11.32,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/IC.BUS.NDNS.ZS?format=json&mrv=10,"World Bank WDI: New business density (new registrations per 1,000 people ages 15-64)",2022-12-31,auto_ingest=world_bank_creative_extended; indicator=IC.BUS.NDNS.ZS; year=2022; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,innovation_research_intensity_raw,Innovation and research raw,creative,yes,2.16,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/GB.XPD.RSDV.GD.ZS?format=json&mrv=10,World Bank WDI: Research and development expenditure (% of GDP),2020-12-31,auto_ingest=world_bank_creative_extended; indicator=GB.XPD.RSDV.GD.ZS; year=2020; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,investment_signal_raw,Investment signal raw,creative,yes,27.76,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/BX.KLT.DINV.WD.GD.ZS?format=json&mrv=10,"World Bank WDI: Foreign direct investment, net inflows (% of GDP)",2024-12-31,auto_ingest=world_bank_creative_extended; indicator=BX.KLT.DINV.WD.GD.ZS; year=2024; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,administrative_investment_friction_raw,Administrative investment friction raw,creative,yes,0.19,world_bank,https://api.worldbank.org/v2/country/SGP/indicator/RQ.EST?format=json&mrv=10,World Bank WGI: Regulatory Quality (inverted as friction proxy),2023-12-31,auto_ingest=world_bank_business_friction; indicator=RQ.EST; raw_rq=2.30859136581421; friction=0.19; year=2023; country_proxy=Singapore
sg-singapore,Singapore,Singapore,Southeast Asia,visitor_flow_context_raw,Visitor flow context raw,creative,no,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,gross_income,Gross income,pressure,yes,3120.83,world_bank_col_estimate,https://api.worldbank.org/v2/country/MYS/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank WDI: GNI per capita PPP (monthly USD),2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=37450.0; year=2024; country_proxy=Malaysia; cohort=Southeast Asia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,di_ppp_raw,Disposable income PPP (Raw),pressure,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,rent,Rent,pressure,yes,624.17,world_bank_col_estimate,https://api.worldbank.org/v2/country/MYS/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=37450.0; year=2024; country_proxy=Malaysia; cohort=Southeast Asia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,utilities,Utilities,pressure,yes,156.04,world_bank_col_estimate,https://api.worldbank.org/v2/country/MYS/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=37450.0; year=2024; country_proxy=Malaysia; cohort=Southeast Asia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,transit_cost,Transit cost,pressure,yes,124.83,world_bank_col_estimate,https://api.worldbank.org/v2/country/MYS/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=37450.0; year=2024; country_proxy=Malaysia; cohort=Southeast Asia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,internet_cost,Internet cost,pressure,yes,46.81,world_bank_col_estimate,https://api.worldbank.org/v2/country/MYS/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=37450.0; year=2024; country_proxy=Malaysia; cohort=Southeast Asia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,food_cost,Food cost,pressure,yes,686.58,world_bank_col_estimate,https://api.worldbank.org/v2/country/MYS/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,auto_ingest=world_bank_col_estimate; gni_annual=37450.0; year=2024; country_proxy=Malaysia; cohort=Southeast Asia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,housing_burden_raw,Housing burden raw,pressure,yes,20.0001,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=rent/gross_income*100
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,household_debt_burden_raw,Household debt burden raw,pressure,yes,116.0773,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=country_context.household_debt_proxy; country=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,working_time_pressure_raw,Working time pressure raw,pressure,yes,44.7,ilo_ilostat,https://ilostat.ilo.org/data/indicator/?id=HOW_TEMP_SEX_ECO_NB_A&ref_area=MYS,ILO ILOSTAT: Mean weekly hours actually worked per employed person,2022-12-31,auto_ingest=ilo_working_hours; indicator=HOW_TEMP_SEX_ECO_NB_A; year=2022; hours=44.7; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,suicide_mental_strain_raw,Suicide or mental strain raw,pressure,yes,5.65,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/SDGSUICIDE,"WHO GHO: Age-standardized suicide rate (per 100,000 population)",2021-12-31,auto_ingest=who_gho; indicator=SDGSUICIDE; year=2021; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,personal_safety_raw,Personal safety raw,viability,yes,0.73,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2023-12-31,auto_ingest=unodc_safety; indicator=VC.IHR.PSRC.P5; year=2023; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,transit_access_commute_raw,Transit access and commute raw,viability,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,clean_air_raw,Clean air raw,viability,yes,,,,,,
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,water_sanitation_utility_raw,"Water, sanitation, and utility raw",viability,yes,94.7,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/SH.H2O.SMDW.ZS?format=json&mrv=10,World Bank WDI: People using safely managed drinking water services (% of population),2024-12-31,auto_ingest=world_bank_proxy; indicator=SH.H2O.SMDW.ZS; year=2024; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,digital_infrastructure_raw,Digital infrastructure raw,viability,yes,13.03,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/IT.NET.BBND.P2?format=json&mrv=10,World Bank WDI: Fixed broadband subscriptions (per 100 people),2023-12-31,auto_ingest=world_bank_proxy; indicator=IT.NET.BBND.P2; year=2023; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,climate_sunlight_livability_raw,Climate and sunlight livability raw,viability,yes,56,wmo_natl_met,https://worldweather.wmo.int,WMO/National Met: Climate livability composite,2024-12-31,"auto_seed=climate_composite; 2200 sun hrs, 28C mean, tropical humidity"
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,healthcare_quality_raw,Healthcare quality raw,capability,yes,80.0,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/UHC_INDEX_REPORTED,WHO GHO: UHC Service Coverage Index,2023-12-31,auto_ingest=who_gho; indicator=UHC_INDEX_REPORTED; year=2023; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,education_quality_raw,Education quality raw,capability,yes,38.5,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/SE.TER.ENRR?format=json&mrv=10,"World Bank WDI: School enrollment, tertiary (% gross)",2024-12-31,auto_ingest=world_bank_proxy; indicator=SE.TER.ENRR; year=2024; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,equal_opportunity_raw,Equal opportunity raw,capability,yes,40.7,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/SI.POV.GINI?format=json&mrv=10,World Bank WDI: Gini index,2021-12-31,auto_ingest=world_bank_capability; indicator=SI.POV.GINI; year=2021; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,hospitality_belonging_raw,Hospitality and belonging raw,community,yes,54.69,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/SM.POP.NETM?format=json&mrv=10,World Bank WDI: Net migration (proxy for hospitality/belonging — positive = welcoming),2025-12-31,auto_ingest=world_bank_proxy; proxy=net_migration_hospitality; indicator=SM.POP.NETM; year=2025; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,tolerance_pluralism_raw,Tolerance and pluralism raw,community,yes,13.51,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/SG.GEN.PARL.ZS?format=json&mrv=10,World Bank WDI: Proportion of seats held by women in national parliaments (%),2024-12-31,auto_ingest=world_bank_proxy; proxy=gender_parity_parliament; indicator=SG.GEN.PARL.ZS; year=2024; country_proxy=Malaysia
my-kuala-lumpur,Kuala Lumpur,Malaysia,Southeast Asia,cultural_public_life_raw,Cultural public life raw,community,yes,121.86,world_bank,https://api.worldbank.org/v2/country/MYS/indicator/ST.INT.ARVL?format=json&mrv=10,World Bank WDI: International tourism arrivals per 1 000 population,2020-12-31,auto_ingest=cultural_life_proxy; indicator=ST.INT.ARVL; norm=per_1000_pop; year=2020; country_proxy=Malaysia
