city_id,display_name,country,cohort,field,label,pillar,required_for_ranking,value,provider_id,source_url,source_title,source_date,notes
at-graz,Graz,Austria,Western and Northern Europe,food_cost,Food cost,pressure,yes,741.6,world_bank_col_estimate,https://api.worldbank.org/v2/country/AUT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=74160.0; year=2024; country_proxy=Austria; cohort=Western, Northern, and Southern Europe; city_cost_mult=0.8"
at-graz,Graz,Austria,Western and Northern Europe,housing_burden_raw,Housing burden raw,pressure,yes,28.0,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=rent/gross_income*100
at-graz,Graz,Austria,Western and Northern Europe,household_debt_burden_raw,Household debt burden raw,pressure,yes,81.4953,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=country_context.household_debt_proxy; country=Austria
at-graz,Graz,Austria,Western and Northern Europe,working_time_pressure_raw,Working time pressure raw,pressure,yes,33.41,ilo_ilostat,https://ilostat.ilo.org/data/indicator/?id=HOW_TEMP_SEX_ECO_NB_A&ref_area=AUT,ILO ILOSTAT: Mean weekly hours actually worked per employed person,2024-12-31,auto_ingest=ilo_working_hours; indicator=HOW_TEMP_SEX_ECO_NB_A; year=2024; hours=33.41; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,suicide_mental_strain_raw,Suicide or mental strain raw,pressure,yes,14.51,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/SDGSUICIDE,"WHO GHO: Age-standardized suicide rate (per 100,000 population)",2021-12-31,auto_ingest=who_gho; indicator=SDGSUICIDE; year=2021; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,personal_safety_raw,Personal safety raw,viability,yes,0.88,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2023-12-31,auto_ingest=unodc_safety; indicator=VC.IHR.PSRC.P5; year=2023; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,transit_access_commute_raw,Transit access and commute raw,viability,yes,,,,,,
at-graz,Graz,Austria,Western and Northern Europe,clean_air_raw,Clean air raw,viability,yes,,,,,,
at-graz,Graz,Austria,Western and Northern Europe,water_sanitation_utility_raw,"Water, sanitation, and utility raw",viability,yes,98.89,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/SH.H2O.SMDW.ZS?format=json&mrv=10,World Bank WDI: People using safely managed drinking water services (% of population),2024-12-31,auto_ingest=world_bank_proxy; indicator=SH.H2O.SMDW.ZS; year=2024; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,digital_infrastructure_raw,Digital infrastructure raw,viability,yes,29.37,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/IT.NET.BBND.P2?format=json&mrv=10,World Bank WDI: Fixed broadband subscriptions (per 100 people),2023-12-31,auto_ingest=world_bank_proxy; indicator=IT.NET.BBND.P2; year=2023; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,climate_sunlight_livability_raw,Climate and sunlight livability raw,viability,yes,50,wmo_natl_met,https://worldweather.wmo.int,WMO/National Met: Climate livability composite,2024-12-31,"auto_seed=climate_composite; 1800 sun hrs, 10C mean"
at-graz,Graz,Austria,Western and Northern Europe,healthcare_quality_raw,Healthcare quality raw,capability,yes,84.0,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/UHC_INDEX_REPORTED,WHO GHO: UHC Service Coverage Index,2023-12-31,auto_ingest=who_gho; indicator=UHC_INDEX_REPORTED; year=2023; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,education_quality_raw,Education quality raw,capability,yes,91.68,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/SE.TER.ENRR?format=json&mrv=10,"World Bank WDI: School enrollment, tertiary (% gross)",2023-12-31,auto_ingest=world_bank_proxy; indicator=SE.TER.ENRR; year=2023; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,equal_opportunity_raw,Equal opportunity raw,capability,yes,31.2,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/SI.POV.GINI?format=json&mrv=10,World Bank WDI: Gini index,2023-12-31,auto_ingest=world_bank_capability; indicator=SI.POV.GINI; year=2023; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,hospitality_belonging_raw,Hospitality and belonging raw,community,yes,51.23,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/SM.POP.NETM?format=json&mrv=10,World Bank WDI: Net migration (proxy for hospitality/belonging — positive = welcoming),2025-12-31,auto_ingest=world_bank_proxy; proxy=net_migration_hospitality; indicator=SM.POP.NETM; year=2025; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,tolerance_pluralism_raw,Tolerance and pluralism raw,community,yes,36.07,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/SG.GEN.PARL.ZS?format=json&mrv=10,World Bank WDI: Proportion of seats held by women in national parliaments (%),2024-12-31,auto_ingest=world_bank_proxy; proxy=gender_parity_parliament; indicator=SG.GEN.PARL.ZS; year=2024; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,cultural_public_life_raw,Cultural public life raw,community,yes,1644.26,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/ST.INT.ARVL?format=json&mrv=10,World Bank WDI: International tourism arrivals per 1 000 population,2020-12-31,auto_ingest=cultural_life_proxy; indicator=ST.INT.ARVL; norm=per_1000_pop; year=2020; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,birth_rate_optimism_raw,Birth rate and societal optimism raw,community,yes,1.41,world_bank,https://data.worldbank.org/indicator/SP.DYN.TFRT.IN,World Bank Total Fertility Rate 2023,2024-01-01,
at-graz,Graz,Austria,Western and Northern Europe,entrepreneurial_dynamism_raw,Entrepreneurial dynamism raw,creative,yes,0.95,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/IC.BUS.NDNS.ZS?format=json&mrv=10,"World Bank WDI: New business density (new registrations per 1,000 people ages 15-64)",2021-12-31,auto_ingest=world_bank_creative_extended; indicator=IC.BUS.NDNS.ZS; year=2021; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,innovation_research_intensity_raw,Innovation and research raw,creative,yes,3.2,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/GB.XPD.RSDV.GD.ZS?format=json&mrv=10,World Bank WDI: Research and development expenditure (% of GDP),2022-12-31,auto_ingest=world_bank_creative_extended; indicator=GB.XPD.RSDV.GD.ZS; year=2022; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,investment_signal_raw,Investment signal raw,creative,yes,2.55,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/BX.KLT.DINV.WD.GD.ZS?format=json&mrv=10,"World Bank WDI: Foreign direct investment, net inflows (% of GDP)",2024-12-31,auto_ingest=world_bank_creative_extended; indicator=BX.KLT.DINV.WD.GD.ZS; year=2024; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,administrative_investment_friction_raw,Administrative investment friction raw,creative,yes,1.14,world_bank,https://api.worldbank.org/v2/country/AUT/indicator/RQ.EST?format=json&mrv=10,World Bank WGI: Regulatory Quality (inverted as friction proxy),2023-12-31,auto_ingest=world_bank_business_friction; indicator=RQ.EST; raw_rq=1.36136972904205; friction=1.14; year=2023; country_proxy=Austria
at-graz,Graz,Austria,Western and Northern Europe,visitor_flow_context_raw,Visitor flow context raw,creative,no,,,,,,
pt-porto,Porto,Portugal,Western and Northern Europe,gross_income,Gross income,pressure,yes,4227.5,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank WDI: GNI per capita PPP (monthly USD),2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe"
pt-porto,Porto,Portugal,"Western, Northern, and Southern Europe",di_ppp_raw,Disposable income PPP (Raw),pressure,yes,,,,,,
pt-porto,Porto,Portugal,Western and Northern Europe,rent,Rent,pressure,yes,1257.68,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe; city_cost_mult=0.85"
pt-porto,Porto,Portugal,Western and Northern Europe,utilities,Utilities,pressure,yes,251.54,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe; city_cost_mult=0.85"
pt-porto,Porto,Portugal,Western and Northern Europe,transit_cost,Transit cost,pressure,yes,179.67,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe; city_cost_mult=0.85"
pt-porto,Porto,Portugal,Western and Northern Europe,internet_cost,Internet cost,pressure,yes,53.9,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe; city_cost_mult=0.85"
pt-porto,Porto,Portugal,Western and Northern Europe,food_cost,Food cost,pressure,yes,539.01,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe; city_cost_mult=0.85"
pt-porto,Porto,Portugal,Western and Northern Europe,housing_burden_raw,Housing burden raw,pressure,yes,29.75,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=rent/gross_income*100
pt-porto,Porto,Portugal,Western and Northern Europe,household_debt_burden_raw,Household debt burden raw,pressure,yes,77.1375,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=country_context.household_debt_proxy; country=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,working_time_pressure_raw,Working time pressure raw,pressure,yes,37.27,ilo_ilostat,https://ilostat.ilo.org/data/indicator/?id=HOW_TEMP_SEX_ECO_NB_A&ref_area=PRT,ILO ILOSTAT: Mean weekly hours actually worked per employed person,2025-12-31,auto_ingest=ilo_working_hours; indicator=HOW_TEMP_SEX_ECO_NB_A; year=2025; hours=37.27; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,suicide_mental_strain_raw,Suicide or mental strain raw,pressure,yes,11.52,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/SDGSUICIDE,"WHO GHO: Age-standardized suicide rate (per 100,000 population)",2021-12-31,auto_ingest=who_gho; indicator=SDGSUICIDE; year=2021; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,personal_safety_raw,Personal safety raw,viability,yes,0.72,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2022-12-31,auto_ingest=unodc_safety; indicator=VC.IHR.PSRC.P5; year=2022; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,transit_access_commute_raw,Transit access and commute raw,viability,yes,,,,,,
pt-porto,Porto,Portugal,Western and Northern Europe,clean_air_raw,Clean air raw,viability,yes,,,,,,
pt-porto,Porto,Portugal,Western and Northern Europe,water_sanitation_utility_raw,"Water, sanitation, and utility raw",viability,yes,95.22,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/SH.H2O.SMDW.ZS?format=json&mrv=10,World Bank WDI: People using safely managed drinking water services (% of population),2024-12-31,auto_ingest=world_bank_proxy; indicator=SH.H2O.SMDW.ZS; year=2024; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,digital_infrastructure_raw,Digital infrastructure raw,viability,yes,44.11,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/IT.NET.BBND.P2?format=json&mrv=10,World Bank WDI: Fixed broadband subscriptions (per 100 people),2023-12-31,auto_ingest=world_bank_proxy; indicator=IT.NET.BBND.P2; year=2023; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,climate_sunlight_livability_raw,Climate and sunlight livability raw,viability,yes,62,wmo_natl_met,https://worldweather.wmo.int,WMO/National Met: Climate livability composite,2024-12-31,"auto_seed=climate_composite; 2500 sun hrs, 15C mean"
pt-porto,Porto,Portugal,Western and Northern Europe,healthcare_quality_raw,Healthcare quality raw,capability,yes,83.0,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/UHC_INDEX_REPORTED,WHO GHO: UHC Service Coverage Index,2023-12-31,auto_ingest=who_gho; indicator=UHC_INDEX_REPORTED; year=2023; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,education_quality_raw,Education quality raw,capability,yes,77.68,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/SE.TER.ENRR?format=json&mrv=10,"World Bank WDI: School enrollment, tertiary (% gross)",2023-12-31,auto_ingest=world_bank_proxy; indicator=SE.TER.ENRR; year=2023; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,equal_opportunity_raw,Equal opportunity raw,capability,yes,33.9,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/SI.POV.GINI?format=json&mrv=10,World Bank WDI: Gini index,2023-12-31,auto_ingest=world_bank_capability; indicator=SI.POV.GINI; year=2023; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,hospitality_belonging_raw,Hospitality and belonging raw,community,yes,51.54,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/SM.POP.NETM?format=json&mrv=10,World Bank WDI: Net migration (proxy for hospitality/belonging — positive = welcoming),2025-12-31,auto_ingest=world_bank_proxy; proxy=net_migration_hospitality; indicator=SM.POP.NETM; year=2025; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,tolerance_pluralism_raw,Tolerance and pluralism raw,community,yes,32.61,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/SG.GEN.PARL.ZS?format=json&mrv=10,World Bank WDI: Proportion of seats held by women in national parliaments (%),2024-12-31,auto_ingest=world_bank_proxy; proxy=gender_parity_parliament; indicator=SG.GEN.PARL.ZS; year=2024; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,cultural_public_life_raw,Cultural public life raw,community,yes,393.47,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/ST.INT.ARVL?format=json&mrv=10,World Bank WDI: International tourism arrivals per 1 000 population,2020-12-31,auto_ingest=cultural_life_proxy; indicator=ST.INT.ARVL; norm=per_1000_pop; year=2020; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,birth_rate_optimism_raw,Birth rate and societal optimism raw,community,yes,1.43,world_bank,https://data.worldbank.org/indicator/SP.DYN.TFRT.IN,World Bank Total Fertility Rate 2023,2024-01-01,
pt-porto,Porto,Portugal,Western and Northern Europe,entrepreneurial_dynamism_raw,Entrepreneurial dynamism raw,creative,yes,6.95,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/IC.BUS.NDNS.ZS?format=json&mrv=10,"World Bank WDI: New business density (new registrations per 1,000 people ages 15-64)",2022-12-31,auto_ingest=world_bank_creative_extended; indicator=IC.BUS.NDNS.ZS; year=2022; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,innovation_research_intensity_raw,Innovation and research raw,creative,yes,1.7,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/GB.XPD.RSDV.GD.ZS?format=json&mrv=10,World Bank WDI: Research and development expenditure (% of GDP),2022-12-31,auto_ingest=world_bank_creative_extended; indicator=GB.XPD.RSDV.GD.ZS; year=2022; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,investment_signal_raw,Investment signal raw,creative,yes,4.31,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/BX.KLT.DINV.WD.GD.ZS?format=json&mrv=10,"World Bank WDI: Foreign direct investment, net inflows (% of GDP)",2024-12-31,auto_ingest=world_bank_creative_extended; indicator=BX.KLT.DINV.WD.GD.ZS; year=2024; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,administrative_investment_friction_raw,Administrative investment friction raw,creative,yes,1.74,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/RQ.EST?format=json&mrv=10,World Bank WGI: Regulatory Quality (inverted as friction proxy),2023-12-31,auto_ingest=world_bank_business_friction; indicator=RQ.EST; raw_rq=0.755356550216675; friction=1.74; year=2023; country_proxy=Portugal
pt-porto,Porto,Portugal,Western and Northern Europe,visitor_flow_context_raw,Visitor flow context raw,creative,no,,,,,,
pt-braga,Braga,Portugal,Western and Northern Europe,gross_income,Gross income,pressure,yes,4227.5,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank WDI: GNI per capita PPP (monthly USD),2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe"
pt-braga,Braga,Portugal,"Western, Northern, and Southern Europe",di_ppp_raw,Disposable income PPP (Raw),pressure,yes,,,,,,
pt-braga,Braga,Portugal,Western and Northern Europe,rent,Rent,pressure,yes,1109.72,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe; city_cost_mult=0.75"
pt-braga,Braga,Portugal,Western and Northern Europe,utilities,Utilities,pressure,yes,221.94,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe; city_cost_mult=0.75"
pt-braga,Braga,Portugal,Western and Northern Europe,transit_cost,Transit cost,pressure,yes,158.53,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe; city_cost_mult=0.75"
pt-braga,Braga,Portugal,Western and Northern Europe,internet_cost,Internet cost,pressure,yes,47.56,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe; city_cost_mult=0.75"
pt-braga,Braga,Portugal,Western and Northern Europe,food_cost,Food cost,pressure,yes,475.59,world_bank_col_estimate,https://api.worldbank.org/v2/country/PRT/indicator/NY.GNP.PCAP.PP.CD?format=json&mrv=10,World Bank GNI + regional expenditure ratio estimate,2024-12-31,"auto_ingest=world_bank_col_estimate; gni_annual=50730.0; year=2024; country_proxy=Portugal; cohort=Western, Northern, and Southern Europe; city_cost_mult=0.75"
pt-braga,Braga,Portugal,Western and Northern Europe,housing_burden_raw,Housing burden raw,pressure,yes,26.25,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=rent/gross_income*100
pt-braga,Braga,Portugal,Western and Northern Europe,household_debt_burden_raw,Household debt burden raw,pressure,yes,77.1375,derived,https://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD,Computed from city_inputs + country_context,2024-01-01,derived=country_context.household_debt_proxy; country=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,working_time_pressure_raw,Working time pressure raw,pressure,yes,37.27,ilo_ilostat,https://ilostat.ilo.org/data/indicator/?id=HOW_TEMP_SEX_ECO_NB_A&ref_area=PRT,ILO ILOSTAT: Mean weekly hours actually worked per employed person,2025-12-31,auto_ingest=ilo_working_hours; indicator=HOW_TEMP_SEX_ECO_NB_A; year=2025; hours=37.27; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,suicide_mental_strain_raw,Suicide or mental strain raw,pressure,yes,11.52,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/SDGSUICIDE,"WHO GHO: Age-standardized suicide rate (per 100,000 population)",2021-12-31,auto_ingest=who_gho; indicator=SDGSUICIDE; year=2021; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,personal_safety_raw,Personal safety raw,viability,yes,0.72,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/VC.IHR.PSRC.P5?format=json&mrv=10,"UNODC via World Bank WDI: Intentional homicides (per 100,000 people)",2022-12-31,auto_ingest=unodc_safety; indicator=VC.IHR.PSRC.P5; year=2022; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,transit_access_commute_raw,Transit access and commute raw,viability,yes,,,,,,
pt-braga,Braga,Portugal,Western and Northern Europe,clean_air_raw,Clean air raw,viability,yes,,,,,,
pt-braga,Braga,Portugal,Western and Northern Europe,water_sanitation_utility_raw,"Water, sanitation, and utility raw",viability,yes,95.22,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/SH.H2O.SMDW.ZS?format=json&mrv=10,World Bank WDI: People using safely managed drinking water services (% of population),2024-12-31,auto_ingest=world_bank_proxy; indicator=SH.H2O.SMDW.ZS; year=2024; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,digital_infrastructure_raw,Digital infrastructure raw,viability,yes,44.11,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/IT.NET.BBND.P2?format=json&mrv=10,World Bank WDI: Fixed broadband subscriptions (per 100 people),2023-12-31,auto_ingest=world_bank_proxy; indicator=IT.NET.BBND.P2; year=2023; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,climate_sunlight_livability_raw,Climate and sunlight livability raw,viability,yes,58,wmo_natl_met,https://worldweather.wmo.int,WMO/National Met: Climate livability composite,2024-12-31,"auto_seed=climate_composite; 2200 sun hrs, 14C mean, rainy"
pt-braga,Braga,Portugal,Western and Northern Europe,healthcare_quality_raw,Healthcare quality raw,capability,yes,83.0,who_gho,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/UHC_INDEX_REPORTED,WHO GHO: UHC Service Coverage Index,2023-12-31,auto_ingest=who_gho; indicator=UHC_INDEX_REPORTED; year=2023; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,education_quality_raw,Education quality raw,capability,yes,77.68,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/SE.TER.ENRR?format=json&mrv=10,"World Bank WDI: School enrollment, tertiary (% gross)",2023-12-31,auto_ingest=world_bank_proxy; indicator=SE.TER.ENRR; year=2023; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,equal_opportunity_raw,Equal opportunity raw,capability,yes,33.9,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/SI.POV.GINI?format=json&mrv=10,World Bank WDI: Gini index,2023-12-31,auto_ingest=world_bank_capability; indicator=SI.POV.GINI; year=2023; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,hospitality_belonging_raw,Hospitality and belonging raw,community,yes,51.54,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/SM.POP.NETM?format=json&mrv=10,World Bank WDI: Net migration (proxy for hospitality/belonging — positive = welcoming),2025-12-31,auto_ingest=world_bank_proxy; proxy=net_migration_hospitality; indicator=SM.POP.NETM; year=2025; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,tolerance_pluralism_raw,Tolerance and pluralism raw,community,yes,32.61,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/SG.GEN.PARL.ZS?format=json&mrv=10,World Bank WDI: Proportion of seats held by women in national parliaments (%),2024-12-31,auto_ingest=world_bank_proxy; proxy=gender_parity_parliament; indicator=SG.GEN.PARL.ZS; year=2024; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,cultural_public_life_raw,Cultural public life raw,community,yes,393.47,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/ST.INT.ARVL?format=json&mrv=10,World Bank WDI: International tourism arrivals per 1 000 population,2020-12-31,auto_ingest=cultural_life_proxy; indicator=ST.INT.ARVL; norm=per_1000_pop; year=2020; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,birth_rate_optimism_raw,Birth rate and societal optimism raw,community,yes,1.43,world_bank,https://data.worldbank.org/indicator/SP.DYN.TFRT.IN,World Bank Total Fertility Rate 2023,2024-01-01,
pt-braga,Braga,Portugal,Western and Northern Europe,entrepreneurial_dynamism_raw,Entrepreneurial dynamism raw,creative,yes,6.95,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/IC.BUS.NDNS.ZS?format=json&mrv=10,"World Bank WDI: New business density (new registrations per 1,000 people ages 15-64)",2022-12-31,auto_ingest=world_bank_creative_extended; indicator=IC.BUS.NDNS.ZS; year=2022; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,innovation_research_intensity_raw,Innovation and research raw,creative,yes,1.7,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/GB.XPD.RSDV.GD.ZS?format=json&mrv=10,World Bank WDI: Research and development expenditure (% of GDP),2022-12-31,auto_ingest=world_bank_creative_extended; indicator=GB.XPD.RSDV.GD.ZS; year=2022; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,investment_signal_raw,Investment signal raw,creative,yes,4.31,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/BX.KLT.DINV.WD.GD.ZS?format=json&mrv=10,"World Bank WDI: Foreign direct investment, net inflows (% of GDP)",2024-12-31,auto_ingest=world_bank_creative_extended; indicator=BX.KLT.DINV.WD.GD.ZS; year=2024; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,administrative_investment_friction_raw,Administrative investment friction raw,creative,yes,1.74,world_bank,https://api.worldbank.org/v2/country/PRT/indicator/RQ.EST?format=json&mrv=10,World Bank WGI: Regulatory Quality (inverted as friction proxy),2023-12-31,auto_ingest=world_bank_business_friction; indicator=RQ.EST; raw_rq=0.755356550216675; friction=1.74; year=2023; country_proxy=Portugal
pt-braga,Braga,Portugal,Western and Northern Europe,visitor_flow_context_raw,Visitor flow context raw,creative,no,,,,,,
